Timestamp,Email Address,Name,Email,Student ID,Expected Graduation Year,"Race/Ethnicity (feel free to put ""I prefer not to respond"")",Major,Minor,Phone Number,Which instrument(s) would you like to teach?,Years of experience with instrument(s),Grade levels you prefer to work with:,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Are you interested in In-Class Tutoring?,Are you interested in Private Tutoring?,I have read and agree to the member commitment policy.,I have read and agree to the attendance policy.,Are you a returning or new tutor?,"If you are a returning tutor, would you like to continue with your previous student/school? Please indicate the name of your previous placement if so. If you are a new tutor, please write N/A."
2/7/2020 23:21:52,fames@Integereulacus.ca,Person 64,fames@Integereulacus.ca,1.20E+12,2021,,Molecular and Cell Biology- Neurobiology concentration,n/a,,Piano,15,K-3,After 5pm,After 5pm,After 5pm,After 5pm,After 5pm,"1pm- 3pm, 3pm- 5pm, After 5pm","1pm- 3pm, 3pm- 5pm, After 5pm",No,Yes,Yes,Yes,New,
2/8/2020 19:19:57,Fusce.fermentum.fermentum@malesuadaInteger.net,Person 65,Fusce.fermentum.fermentum@malesuadaInteger.net,1.19E+12,2023,,"Data Science, Econ",Music,,"Flute, Piano",Flute: 9 years; Piano: 10 years,"3-5, 5-8",After 5pm,After 5pm,After 5pm,After 5pm,After 5pm,"Before 11am, 3pm- 5pm, After 5pm","3pm- 5pm, After 5pm",Yes,Yes,Yes,Yes,New,
2/11/2020 10:32:50,dictum.eu.placerat@erosnon.edu,Person 66,dictum.eu.placerat@erosnon.edu,1.19E+12,2023,,Integrative Biology,,,Piano,6,K-3,After 5pm,After 5pm,After 5pm,After 5pm,After 5pm,"1pm- 3pm, 3pm- 5pm, After 5pm","1pm- 3pm, 3pm- 5pm, After 5pm",Yes,Yes,Yes,Yes,New,
2/14/2020 10:04:58,Morbi@ornarelectusante.edu,Person 67,Morbi@ornarelectusante.edu,1.18E+12,2022,,Business Administration,,,Flute,Since 5th grade,"K-3, 3-5, 5-8, 9-12",s,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm",No,Yes,Yes,Yes,Returning,
2/14/2020 16:20:09,Morbi@ornarelectusante.edu,Person 68,facilisis.facilisis.magna@orci.co.uk,1.17E+12,2023,,rhetoric/ political science,film or russian language,,Piano,11,"K-3, 3-5, 5-8","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm",No,Yes,Yes,Yes,New,
,,,,,,,,,,,,,,3pm- 5pm,,3pm- 5pm,,,,,,,,,
,,,,,,,,,,,,,,,,,,11am-1pm,3pm- 5pm,,,,,,
,,,,,,,,,,,,,3pm- 5pm,,,3pm- 5pm,,,,,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm",,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm",After 5pm,"3pm- 5pm, After 5pm",After 5pm,"3pm- 5pm, After 5pm",Before 11am,,,,,,,
,,,,,,,,,,,,,After 5pm,After 5pm,After 5pm,After 5pm,,"Before 11am, 11am-1pm","Before 11am, 11am-1pm",,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm",After 5pm,"3pm- 5pm, After 5pm",After 5pm,"3pm- 5pm, After 5pm",Before 11am,,,,,,,
,,,,,,,,,,,,,After 5pm,After 5pm,After 5pm,After 5pm,,"Before 11am, 11am-1pm","Before 11am, 11am-1pm",,,,,,
,,,,,,,,,,,,,After 5pm,After 5pm,,,After 5pm,,3pm- 5pm,,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm",After 5pm,"3pm- 5pm, After 5pm",After 5pm,"3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm",,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","Before 11am, 11am-1pm","Before 11am, 11am-1pm",,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm",,,,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm",After 5pm,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm",,,,,,
,,,,,,,,,,,,,3pm- 5pm,3pm- 5pm,1pm- 3pm,3pm- 5pm,3pm- 5pm,,,,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","11am-1pm, 1pm- 3pm","11am-1pm, After 5pm",,,,,,
,,,,,,,,,,,,,3pm- 5pm,3pm- 5pm,3pm- 5pm,3pm- 5pm,,,,,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm",,"11am-1pm, 1pm- 3pm, 3pm- 5pm","11am-1pm, 1pm- 3pm, 3pm- 5pm",,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","11am-1pm, 1pm- 3pm, 3pm- 5pm","11am-1pm, 1pm- 3pm, 3pm- 5pm",,,,,,
,,,,,,,,,,,,,,"3pm- 5pm, After 5pm",,"3pm- 5pm, After 5pm",After 5pm,3pm- 5pm,"Before 11am, After 5pm",,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm",After 5pm,After 5pm,After 5pm,,,,,,,,,
,,,,,,,,,,,,,,,After 5pm,,"3pm- 5pm, After 5pm","Before 11am, 1pm- 3pm","Before 11am, 3pm- 5pm",,,,,,
,,,,,,,,,,,,,After 5pm,"3pm- 5pm, After 5pm",After 5pm,"3pm- 5pm, After 5pm",After 5pm,,"3pm- 5pm, After 5pm",,,,,,
,,,,,,,,,,,,,,After 5pm,After 5pm,After 5pm,,,,,,,,,
,,,,,,,,,,,,,After 5pm,After 5pm,After 5pm,After 5pm,After 5pm,"Before 11am, 11am-1pm, 1pm- 3pm","Before 11am, 11am-1pm, 1pm- 3pm",,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","1pm- 3pm, 3pm- 5pm, After 5pm","3pm- 5pm, After 5pm",3pm- 5pm,"Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm",,,,,,
,,,,,,,,,,,,,3pm- 5pm,3pm- 5pm,3pm- 5pm,,,3pm- 5pm,,,,,,,
,,,,,,,,,,,,,,,3pm- 5pm,,,,,,,,,,
,,,,,,,,,,,,,After 5pm,,,,,,,,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","11am-1pm, 1pm- 3pm, 3pm- 5pm","1pm- 3pm, 3pm- 5pm",,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm",After 5pm,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm","11am-1pm, 1pm- 3pm, 3pm- 5pm",,,,,,
,,,,,,,,,,,,,,,3pm- 5pm,,,Before 11am,,,,,,,
,,,,,,,,,,,,,,,,,,Before 11am,Before 11am,,,,,,
,,,,,,,,,,,,,,,,,,1pm- 3pm,1pm- 3pm,,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm",,After 5pm,,"3pm- 5pm, After 5pm",,,,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm",,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm",,,,,,,,
,,,,,,,,,,,,,,3pm- 5pm,,After 5pm,,,Before 11am,,,,,,
,,,,,,,,,,,,,,"3pm- 5pm, After 5pm",,After 5pm,3pm- 5pm,,,,,,,,
,,,,,,,,,,,,,,,,,,"Before 11am, 1pm- 3pm, 3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm",,,,,,
,,,,,,,,,,,,,3pm- 5pm,3pm- 5pm,After 5pm,3pm- 5pm,3pm- 5pm,"11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm","11am-1pm, 1pm- 3pm, 3pm- 5pm",,,,,,
,,,,,,,,,,,,,,"3pm- 5pm, After 5pm",,,"3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm",,,,,,
,,,,,,,,,,,,,"Before 11am, 11am-1pm, 1pm- 3pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm","11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm",,,,,,,
,,,,,,,,,,,,,3pm- 5pm,,3pm- 5pm,,"3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm","Before 11am, 3pm- 5pm",,,,,,
,,,,,,,,,,,,,,,After 5pm,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm",,,,,,,,
,,,,,,,,,,,,,After 5pm,After 5pm,"3pm- 5pm, After 5pm",After 5pm,After 5pm,Before 11am,"Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm",,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm",After 5pm,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm","1pm- 3pm, 3pm- 5pm, After 5pm",,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm",,,"3pm- 5pm, After 5pm",,"Before 11am, 3pm- 5pm, After 5pm","Before 11am, After 5pm",,,,,,
,,,,,,,,,,,,,,"3pm- 5pm, After 5pm",After 5pm,,"3pm- 5pm, After 5pm","11am-1pm, After 5pm","Before 11am, After 5pm",,,,,,
,,,,,,,,,,,,,"1pm- 3pm, 3pm- 5pm","1pm- 3pm, 3pm- 5pm","1pm- 3pm, 3pm- 5pm","1pm- 3pm, 3pm- 5pm","1pm- 3pm, 3pm- 5pm",,,,,,,,
,,,,,,,,,,,,,3pm- 5pm,,After 5pm,3pm- 5pm,,Before 11am,,,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm",,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm",,"Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm",,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm",After 5pm,"3pm- 5pm, After 5pm",After 5pm,"11am-1pm, 1pm- 3pm, 3pm- 5pm","11am-1pm, 1pm- 3pm, 3pm- 5pm",,,,,,
,,,,,,,,,,,,,,"1pm- 3pm, 3pm- 5pm",,3pm- 5pm,"1pm- 3pm, 3pm- 5pm",,,,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm",,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm",,,,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm",After 5pm,After 5pm,After 5pm,"3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm",,,,,,
,,,,,,,,,,,,,,,,,,Before 11am,"Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm",,,,,,
,,,,,,,,,,,,,,,,,,"Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm",,,,,,
,,,,,,,,,,,,,,"3pm- 5pm, After 5pm",,,,"Before 11am, 11am-1pm","Before 11am, 11am-1pm",,,,,,
,,,,,,,,,,,,,,,,,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm",,,,,,
,,,,,,,,,,,,,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm",,"Before 11am, 11am-1pm","Before 11am, 11am-1pm",,,,,,
,,,,,,,,,,,,,After 5pm,After 5pm,After 5pm,After 5pm,After 5pm,"Before 11am, 11am-1pm, 1pm- 3pm","Before 11am, 11am-1pm, 1pm- 3pm",,,,,,
,,,,,,,,,,,,,After 5pm,After 5pm,After 5pm,After 5pm,After 5pm,"Before 11am, 11am-1pm, 1pm- 3pm","1pm- 3pm, 3pm- 5pm",,,,,,
,,,,,,,,,,,,,,,3pm- 5pm,,,,,,,,,,
,,,,,,,,,,,,,,,"3pm- 5pm, After 5pm",,,,,,,,,,
,,,,,,,,,,,,,,,After 5pm,,,,,,,,,,
,,,,,,,,,,,,,,,After 5pm,,,,,,,,,,
